gauge_id,aquitard_perc,aquifer_perc,aquifer_aquitard_mixed_perc,kf_very_high_perc,kf_high_perc,kf_medium_perc,kf_moderate_perc,kf_low_perc,kf_very_low_perc,kf_extremely_low_perc,kf_very_high_to_high_perc,kf_medium_to_moderate_perc,kf_low_to_extremely_low_perc,kf_highly_variable_perc,kf_moderate_to_low_perc,cavity_fissure_perc,cavity_pores_perc,cavity_fissure_karst_perc,cavity_fissure_pores_perc,rocktype_sediment_perc,rocktype_metamorphite_perc,rocktype_magmatite_perc,consolidation_solid_rock_perc,consolidation_unconsolidated_rock_perc,geochemical_rocktype_silicate_perc,geochemical_rocktype_silicate_carbonatic_perc,geochemical_rocktype_carbonatic_perc,geochemical_rocktype_sulfatic_perc,geochemical_rocktype_silicate_organic_components_perc,geochemical_rocktype_anthropogenically_modified_through_filling_perc,geochemical_rocktype_sulfatic_halitic_perc,geochemical_rocktype_halitic_perc,waterbody_perc,no_data_perc
DE213840,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213850,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,32.38,0.0,0.0,0.0,39.44,0.0,0.0,100.0,0.0,0.0,0.0,37.08,39.44,23.49,100.0,0.0,75.17,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213860,80.34,13.44,6.21,0.0,0.0,0.0,13.44,31.21,29.55,0.0,0.0,0.0,19.59,0.0,6.21,97.79,2.21,0.0,0.0,56.14,19.59,24.28,97.79,2.21,57.37,28.77,13.44,0.42,0.0,0.0,0.0,0.0,0.0,0.0
DE213870,48.61,7.43,43.96,0.0,0.0,0.0,7.43,28.44,19.02,0.0,0.0,0.0,1.15,0.0,43.96,99.15,0.0,0.0,0.85,100.0,0.0,0.0,100.0,0.0,36.35,58.03,1.21,4.41,0.0,0.0,0.0,0.0,0.0,0.0
DE213880,49.02,6.09,44.89,0.0,0.0,0.0,6.09,31.28,17.18,0.0,0.0,0.0,0.56,0.0,44.89,99.58,0.0,0.0,0.42,100.0,0.0,0.0,100.0,0.0,38.77,53.23,0.87,7.12,0.0,0.0,0.0,0.0,0.0,0.0
DE213890,47.89,11.16,40.95,0.0,0.0,0.0,11.16,26.78,5.97,0.0,0.0,0.0,15.14,0.0,40.95,91.95,1.53,2.08,4.45,84.91,12.78,2.31,98.47,1.53,62.7,24.59,5.37,7.33,0.0,0.0,0.0,0.0,0.0,0.0
DE213900,50.52,14.89,34.58,0.0,0.0,0.0,12.39,35.02,5.19,0.0,0.0,2.5,10.31,0.0,34.58,89.88,2.9,3.89,3.33,89.92,8.54,1.54,97.1,2.9,60.19,27.5,6.23,6.08,0.0,0.0,0.0,0.0,0.0,0.0
DE213910,15.62,8.5,75.88,0.0,0.0,0.0,8.5,15.62,0.0,0.0,0.0,0.0,0.0,0.0,75.88,94.51,0.0,0.0,5.49,100.0,0.0,0.0,100.0,0.0,81.24,2.91,5.35,10.49,0.0,0.0,0.0,0.0,0.0,0.0
DE213920,88.29,8.19,3.53,0.0,0.0,0.0,8.19,21.5,0.0,0.0,0.0,0.0,66.79,0.0,3.53,80.66,1.99,3.4,13.95,32.91,56.83,10.27,98.01,1.99,93.62,0.31,4.17,1.9,0.0,0.0,0.0,0.0,0.0,0.0
DE213930,0.13,92.46,7.41,0.0,0.0,2.21,0.0,0.0,0.13,0.0,0.0,90.25,0.0,0.0,7.41,7.54,2.21,90.25,0.0,100.0,0.0,0.0,97.79,2.21,0.0,7.54,92.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213940,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7,41.3,0.0,0.0,0.0,0.0,0.0,0.0,79.37,0.0,20.63,0.0,65.05,0.0,34.95,100.0,0.0,63.4,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213950,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53.96,46.04,0.0,0.0,0.0,0.0,0.0,0.0,90.17,0.0,9.83,0.0,82.77,0.0,17.23,100.0,0.0,81.69,18.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213960,99.95,0.0,0.05,0.0,0.0,0.0,0.0,43.99,55.66,0.0,0.0,0.0,0.29,0.0,0.05,95.33,0.05,4.62,0.0,89.16,0.29,10.54,99.95,0.05,88.34,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE213970,86.29,5.48,8.23,0.0,0.0,0.01,4.65,45.71,35.2,0.0,0.0,0.82,5.38,0.08,8.14,86.49,3.9,4.16,5.45,95.75,0.16,4.09,96.1,3.9,77.59,8.56,5.05,5.72,3.08,0.0,0.0,0.0,0.0,0.0
DE214000,100.0,0.0,0.0,0.0,0.0,0.0,0.0,65.53,34.47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214010,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,78.25,0.0,0.0,0.0,1.98,0.0,0.0,100.0,0.0,0.0,0.0,87.14,1.98,10.87,100.0,0.0,87.88,12.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214020,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26,68.98,0.0,0.0,0.0,0.77,0.0,0.0,100.0,0.0,0.0,0.0,92.81,0.77,6.42,100.0,0.0,92.52,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214030,98.29,0.0,1.71,0.0,0.0,0.0,0.0,77.1,21.19,0.0,0.0,0.0,0.0,0.0,1.71,90.3,1.7,0.01,7.99,98.87,0.01,1.13,98.3,1.7,91.11,0.9,0.0,0.0,7.99,0.0,0.0,0.0,0.0,0.0
DE214040,100.0,0.0,0.0,0.0,0.0,0.0,0.0,85.43,14.57,0.0,0.0,0.0,0.0,0.0,0.0,99.72,0.0,0.0,0.28,100.0,0.0,0.0,100.0,0.0,99.72,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
DE214050,100.0,0.0,0.0,0.0,0.0,0.0,0.0,44.33,55.67,0.0,0.0,0.0,0.0,0.0,0.0,99.46,0.0,0.0,0.54,99.47,0.38,0.15,100.0,0.0,99.46,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0
DE214060,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,66.42,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,99.25,0.75,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214070,76.84,0.88,22.28,0.0,0.0,0.54,0.33,17.71,31.52,0.0,0.0,0.0,27.61,0.32,21.96,77.13,11.9,2.28,8.69,60.67,39.33,0.0,88.1,11.9,89.18,10.12,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0
DE214080,53.59,3.15,43.26,0.0,0.0,0.0,0.0,1.36,4.99,0.0,0.0,3.15,47.23,0.0,43.26,53.1,0.82,28.5,17.57,62.16,37.59,0.25,99.18,0.82,55.43,2.07,24.95,17.05,0.49,0.0,0.0,0.0,0.0,0.0
DE214090,41.1,7.13,51.78,0.0,0.0,0.0,6.01,17.29,5.16,0.0,0.0,1.12,18.65,0.14,51.64,50.32,5.65,17.62,26.41,86.58,13.33,0.09,94.35,5.65,59.42,5.79,17.5,16.68,0.61,0.0,0.0,0.0,0.0,0.0
DE214100,47.74,6.76,45.5,0.0,0.0,0.0,6.13,37.95,2.71,0.0,0.0,0.63,7.09,0.05,45.45,77.74,4.08,8.14,10.04,94.15,5.07,0.79,95.92,4.08,63.55,17.31,8.98,9.92,0.23,0.0,0.0,0.0,0.0,0.0
DE214110,24.59,0.84,74.57,0.0,0.0,0.0,0.84,5.62,17.61,0.0,0.0,0.0,1.35,0.0,74.57,25.42,10.32,1.81,62.45,99.99,0.01,0.0,89.68,10.32,93.51,2.8,2.04,1.65,0.0,0.0,0.0,0.0,0.0,0.0
DE214120,28.51,0.0,71.49,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12.51,2.67,68.82,16.74,0.0,20.11,63.15,100.0,0.0,0.0,100.0,0.0,58.92,2.67,17.44,12.51,8.46,0.0,0.0,0.0,0.0,0.0
DE214130,19.35,16.99,63.66,0.0,0.0,0.0,16.99,8.82,0.0,0.0,0.0,0.0,10.53,1.47,62.19,23.73,0.0,34.27,42.0,100.0,0.0,0.0,100.0,0.0,39.67,1.56,37.38,16.74,4.66,0.0,0.0,0.0,0.0,0.0
DE214140,42.01,23.73,34.26,0.0,0.0,0.0,23.73,42.01,0.0,0.0,0.0,0.0,0.0,0.0,34.26,76.94,7.7,15.36,0.0,99.95,0.0,0.05,92.3,7.7,27.66,8.47,27.03,36.85,0.0,0.0,0.0,0.0,0.0,0.0
DE214150,47.9,17.68,34.42,0.0,0.0,0.0,17.68,47.9,0.0,0.0,0.0,0.0,0.0,0.0,34.42,76.34,8.25,15.41,0.0,99.97,0.0,0.03,91.75,8.25,33.71,8.44,20.66,37.19,0.0,0.0,0.0,0.0,0.0,0.0
DE214160,43.56,3.62,52.81,0.0,0.0,0.0,3.09,43.56,0.0,0.0,0.0,0.53,0.0,0.0,52.81,94.53,1.82,3.65,0.0,98.1,0.0,1.9,98.18,1.82,71.23,14.48,5.88,8.41,0.0,0.0,0.0,0.0,0.0,0.0
DE214170,29.15,1.22,69.63,0.0,0.0,0.0,0.0,29.15,0.0,0.0,0.0,1.22,0.0,0.0,69.63,98.7,1.22,0.07,0.0,96.34,0.0,3.66,98.78,1.22,96.74,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0
DE214190,59.01,3.62,37.37,0.0,0.0,0.0,3.62,59.01,0.0,0.0,0.0,0.0,0.0,0.0,37.37,100.0,0.0,0.0,0.0,99.6,0.0,0.4,100.0,0.0,92.59,1.81,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
DE214200,73.5,5.18,21.32,0.0,0.0,0.0,5.18,73.5,0.0,0.0,0.0,0.0,0.0,0.0,21.32,97.88,2.12,0.0,0.0,99.62,0.0,0.38,97.88,2.12,86.19,11.41,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
DE214210,77.51,4.16,18.34,0.0,0.0,0.0,4.16,77.51,0.0,0.0,0.0,0.0,0.0,0.0,18.34,100.0,0.0,0.0,0.0,97.91,0.0,2.09,100.0,0.0,84.51,15.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214220,22.79,23.43,53.78,0.0,0.0,4.31,1.72,16.78,4.82,0.0,0.0,17.39,1.19,0.3,53.48,73.97,6.04,18.5,1.49,100.0,0.0,0.0,93.96,6.04,50.46,24.13,17.49,7.61,0.0,0.3,0.0,0.0,0.0,0.0
DE214230,28.86,27.02,44.12,0.0,0.0,3.79,1.59,23.39,4.82,0.0,0.0,21.63,0.66,0.24,43.88,67.29,6.43,25.42,0.86,99.99,0.0,0.01,93.57,6.43,45.19,22.03,22.39,10.22,0.0,0.17,0.0,0.0,0.0,0.0
DE214240,31.7,7.15,61.15,0.0,0.0,4.82,0.52,28.81,2.89,0.0,0.0,1.81,0.0,0.0,61.15,89.76,6.25,4.0,0.0,100.0,0.0,0.0,93.75,6.25,62.47,24.57,1.81,11.15,0.0,0.0,0.0,0.0,0.0,0.0
DE214250,25.93,10.27,63.8,0.0,0.0,4.86,1.13,19.4,5.78,0.0,0.0,4.29,0.76,0.06,63.74,87.86,5.99,5.44,0.71,100.0,0.0,0.0,94.01,5.99,64.0,24.38,4.29,7.27,0.0,0.06,0.0,0.0,0.0,0.0
DE214260,51.28,0.0,48.72,0.0,0.0,0.0,0.0,51.28,0.0,0.0,0.0,0.0,0.0,0.0,48.72,62.14,0.0,37.86,0.0,100.0,0.0,0.0,100.0,0.0,48.72,0.0,0.0,51.28,0.0,0.0,0.0,0.0,0.0,0.0
DE214270,41.02,0.0,58.98,0.0,0.0,0.0,0.0,41.02,0.0,0.0,0.0,0.0,0.0,0.0,58.98,79.09,0.0,20.91,0.0,100.0,0.0,0.0,100.0,0.0,58.98,0.0,0.0,41.02,0.0,0.0,0.0,0.0,0.0,0.0
DE214280,48.18,0.0,51.82,0.0,0.0,0.0,0.0,48.18,0.0,0.0,0.0,0.0,0.0,0.0,51.82,83.36,0.0,16.64,0.0,100.0,0.0,0.0,100.0,0.0,51.82,0.0,0.0,48.18,0.0,0.0,0.0,0.0,0.0,0.0
DE214290,23.51,0.02,76.48,0.0,0.0,0.0,0.02,23.51,0.0,0.0,0.0,0.0,0.0,0.0,76.48,90.79,3.62,5.6,0.0,100.0,0.0,0.0,96.38,3.62,70.97,0.49,0.0,28.54,0.0,0.0,0.0,0.0,0.0,0.0
DE214310,57.04,34.22,8.74,0.0,0.0,13.29,0.0,33.42,23.62,0.0,0.0,20.93,0.0,0.0,8.74,65.78,13.29,20.93,0.0,100.0,0.0,0.0,86.71,13.29,0.11,78.96,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214320,56.82,15.44,27.74,0.0,0.0,4.77,0.0,42.33,14.49,0.0,0.0,10.68,0.0,0.0,27.74,84.56,4.77,10.68,0.0,100.0,0.0,0.0,95.23,4.77,22.31,67.02,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214330,47.02,14.26,38.73,0.0,0.0,7.42,0.0,37.74,9.28,0.0,0.0,6.84,0.0,0.0,38.73,85.74,7.42,6.84,0.0,100.0,0.0,0.0,92.58,7.42,39.61,53.55,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214340,80.38,8.75,10.87,0.0,0.0,0.0,0.0,51.71,28.67,0.0,0.0,8.75,0.0,0.0,10.87,91.25,0.0,8.75,0.0,100.0,0.0,0.0,100.0,0.0,0.0,91.25,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214350,43.94,11.31,44.75,0.0,0.0,8.88,2.43,41.54,2.4,0.0,0.0,0.01,0.0,0.0,44.75,91.09,8.9,0.01,0.0,100.0,0.0,0.0,91.1,8.9,55.28,44.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214360,1.88,0.73,97.4,0.0,0.0,0.0,0.73,1.88,0.0,0.0,0.0,0.0,0.0,0.0,97.4,95.5,4.5,0.0,0.0,100.0,0.0,0.0,95.5,4.5,98.12,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214370,45.16,31.31,23.53,0.0,0.0,2.28,0.02,7.62,35.32,0.0,0.0,29.01,2.22,0.0,23.53,62.53,2.28,29.01,6.18,100.0,0.0,0.0,97.72,2.28,0.02,70.97,29.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214380,43.12,24.07,32.81,0.0,0.0,1.68,3.63,14.93,23.92,0.0,0.0,18.75,4.27,0.03,32.78,75.54,1.71,18.75,4.0,100.0,0.0,0.0,98.29,1.71,21.27,59.95,18.75,0.0,0.0,0.03,0.0,0.0,0.0,0.0
DE214400,30.79,0.0,69.21,0.0,0.0,0.0,0.0,30.79,0.0,0.0,0.0,0.0,0.0,0.0,69.21,97.81,2.19,0.0,0.0,100.0,0.0,0.0,97.81,2.19,69.21,0.0,0.0,30.79,0.0,0.0,0.0,0.0,0.0,0.0
DE214410,24.1,0.0,75.9,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,75.9,94.99,4.65,0.36,0.0,100.0,0.0,0.0,95.35,4.65,75.9,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0
DE214420,32.6,0.0,67.4,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,67.4,96.54,2.13,1.33,0.0,100.0,0.0,0.0,97.87,2.13,67.4,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0
DE214430,16.04,41.98,41.98,0.0,0.0,0.0,1.15,2.99,11.86,0.0,0.0,40.83,1.19,0.0,41.98,58.15,0.0,40.83,1.02,100.0,0.0,0.0,100.0,0.0,1.15,58.02,40.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214440,4.89,60.52,34.58,0.0,0.0,1.23,0.35,0.91,3.62,0.0,0.0,58.94,0.37,0.0,34.58,30.96,1.23,58.94,8.87,100.0,0.0,0.0,98.77,1.23,0.35,39.48,60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214450,3.73,70.08,26.19,0.0,0.0,0.83,0.24,0.61,2.87,0.0,0.0,69.02,0.25,0.0,26.19,22.7,0.83,69.02,7.46,100.0,0.0,0.0,99.17,0.83,0.24,29.92,69.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214460,13.31,68.24,18.45,0.0,0.0,3.12,2.42,3.23,7.4,0.0,0.0,62.7,2.67,0.0,18.45,29.45,3.12,62.7,4.73,100.0,0.0,0.0,96.88,3.12,2.44,34.45,63.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214470,18.57,57.82,23.61,0.0,0.0,4.5,3.39,9.09,6.8,0.0,0.0,49.93,2.69,0.34,23.27,41.47,4.84,49.93,3.75,100.0,0.0,0.0,95.16,4.84,11.71,37.69,50.26,0.0,0.0,0.34,0.0,0.0,0.0,0.0
DE214480,0.0,86.55,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55,0.0,0.0,13.45,5.15,0.0,86.55,8.3,100.0,0.0,0.0,100.0,0.0,0.0,13.45,86.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214490,23.78,65.12,11.1,0.0,0.0,0.0,0.11,3.65,17.58,0.0,0.0,65.01,2.55,0.0,11.1,34.99,0.0,65.01,0.0,100.0,0.0,0.0,100.0,0.0,0.11,34.88,65.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214500,71.13,18.56,10.31,0.0,0.0,0.93,14.58,49.36,13.34,0.0,0.0,3.05,8.44,0.0,10.31,96.02,0.93,3.05,0.0,100.0,0.0,0.0,99.07,0.93,20.2,76.75,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214510,55.02,0.0,44.98,0.0,0.0,0.0,0.0,55.02,0.0,0.0,0.0,0.0,0.0,0.0,44.98,79.84,0.0,20.16,0.0,100.0,0.0,0.0,100.0,0.0,44.98,0.0,0.0,55.02,0.0,0.0,0.0,0.0,0.0,0.0
DE214520,39.13,0.0,60.87,0.0,0.0,0.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0,60.87,87.24,0.66,12.1,0.0,100.0,0.0,0.0,99.34,0.66,60.87,0.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0
DE214530,32.0,0.0,68.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,89.56,2.06,8.37,0.0,100.0,0.0,0.0,97.94,2.06,68.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214540,63.93,12.67,23.39,0.0,0.0,0.0,12.67,62.47,1.46,0.0,0.0,0.0,0.0,0.0,23.39,86.2,13.8,0.0,0.0,100.0,0.0,0.0,86.2,13.8,22.27,77.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214550,18.38,0.0,81.62,0.0,0.0,0.0,0.0,18.38,0.0,0.0,0.0,0.0,0.0,0.0,81.62,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,83.08,0.0,0.0,16.92,0.0,0.0,0.0,0.0,0.0,0.0
DE214560,15.68,0.0,84.32,0.0,0.0,0.0,0.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,84.32,98.18,1.82,0.0,0.0,100.0,0.0,0.0,98.18,1.82,88.81,0.0,0.0,11.19,0.0,0.0,0.0,0.0,0.0,0.0
DE214570,43.17,42.74,14.09,0.0,0.0,0.0,5.46,15.44,27.73,0.0,0.0,37.28,0.0,0.0,14.09,60.68,2.03,37.28,0.0,100.0,0.0,0.0,97.97,2.03,5.46,57.26,37.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214580,52.59,25.81,21.6,0.0,0.0,1.34,7.68,35.68,16.91,0.0,0.0,16.79,0.0,0.0,21.6,72.6,10.61,16.79,0.0,100.0,0.0,0.0,89.39,10.61,13.33,69.88,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214590,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214600,11.07,80.38,8.55,0.0,0.0,0.0,0.0,1.64,9.43,0.0,0.0,80.38,0.0,0.0,8.55,19.62,0.0,80.38,0.0,100.0,0.0,0.0,100.0,0.0,0.0,19.62,80.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214610,11.82,78.47,9.71,0.0,0.0,0.0,0.0,2.35,9.47,0.0,0.0,78.47,0.0,0.0,9.71,21.18,0.0,78.47,0.35,100.0,0.0,0.0,100.0,0.0,0.0,21.53,78.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214630,4.82,79.27,15.9,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,79.27,0.0,0.0,15.9,18.72,0.0,79.27,2.0,100.0,0.0,0.0,100.0,0.0,0.0,20.73,79.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214640,1.16,95.71,3.13,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,95.71,0.0,0.0,3.13,4.29,0.0,95.71,0.0,98.84,0.0,1.16,100.0,0.0,1.16,3.13,95.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214650,0.0,99.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82,0.0,0.0,0.18,0.18,0.0,99.82,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.18,99.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE214660,53.51,1.0,45.49,0.0,0.0,0.0,1.0,53.51,0.0,0.0,0.0,0.0,0.0,1.18,44.31,46.47,4.06,49.48,0.0,100.0,0.0,0.0,95.94,4.06,13.07,20.18,12.08,54.68,0.0,0.0,0.0,0.0,0.0,0.0
DE214670,56.23,0.35,43.41,0.0,0.0,0.0,0.35,56.23,0.0,0.0,0.0,0.0,0.0,1.27,42.15,45.77,8.68,45.56,0.0,100.0,0.0,0.0,91.32,8.68,19.74,13.4,9.36,57.5,0.0,0.0,0.0,0.0,0.0,0.0
DE214680,55.11,0.14,44.75,0.0,0.0,0.0,0.14,55.11,0.0,0.0,0.0,0.0,0.0,0.75,43.99,59.99,7.76,32.25,0.0,100.0,0.0,0.0,92.24,7.76,37.59,5.48,4.53,52.4,0.0,0.0,0.0,0.0,0.0,0.0
DE214690,57.69,0.11,42.21,0.0,0.0,0.0,0.11,57.69,0.0,0.0,0.0,0.0,0.0,0.55,41.66,68.98,7.64,23.38,0.0,100.0,0.0,0.0,92.36,7.64,54.61,3.98,3.28,38.13,0.0,0.0,0.0,0.0,0.0,0.0
DE214700,58.4,0.39,41.21,0.0,0.0,0.0,0.39,58.4,0.0,0.0,0.0,0.0,0.0,0.52,40.69,69.78,7.73,22.5,0.0,100.0,0.0,0.0,92.27,7.73,55.5,4.65,3.16,36.69,0.0,0.0,0.0,0.0,0.0,0.0
DE214710,62.82,0.0,37.18,0.0,0.0,0.0,0.0,62.82,0.0,0.0,0.0,0.0,0.0,0.0,37.18,75.33,5.22,19.45,0.0,100.0,0.0,0.0,94.78,5.22,38.66,0.0,0.0,61.34,0.0,0.0,0.0,0.0,0.0,0.0
DE214720,56.45,0.08,43.46,0.0,0.0,0.0,0.08,56.45,0.0,0.0,0.0,0.0,0.0,0.0,43.46,94.32,5.68,0.0,0.0,100.0,0.0,0.0,94.32,5.68,86.01,0.17,0.0,13.82,0.0,0.0,0.0,0.0,0.0,0.0
DE214730,52.36,0.0,47.64,0.0,0.0,0.0,0.0,52.36,0.0,0.0,0.0,0.0,0.0,0.0,47.64,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,73.19,0.0,0.0,26.81,0.0,0.0,0.0,0.0,0.0,0.0
DE214740,61.91,0.0,38.09,0.0,0.0,0.0,0.0,61.91,0.0,0.0,0.0,0.0,0.0,0.0,38.09,97.87,2.13,0.0,0.0,100.0,0.0,0.0,97.87,2.13,83.69,0.0,0.0,16.31,0.0,0.0,0.0,0.0,0.0,0.0
DE214750,33.49,6.84,59.66,0.0,0.0,0.0,6.84,33.49,0.0,0.0,0.0,0.0,0.0,0.0,59.66,76.51,0.0,23.49,0.0,99.55,0.0,0.45,100.0,0.0,7.85,49.85,11.48,30.82,0.0,0.0,0.0,0.0,0.0,0.0
DE214760,69.58,0.03,30.4,0.0,0.0,0.0,0.03,69.58,0.0,0.0,0.0,0.0,0.0,0.0,30.4,67.55,0.0,32.45,0.0,100.0,0.0,0.0,100.0,0.0,25.56,4.84,0.03,69.58,0.0,0.0,0.0,0.0,0.0,0.0
DE214770,40.64,0.34,59.02,0.0,0.0,0.0,0.34,40.64,0.0,0.0,0.0,0.0,0.0,0.0,59.02,74.06,0.0,25.94,0.0,100.0,0.0,0.0,100.0,0.0,9.49,37.71,12.16,40.64,0.0,0.0,0.0,0.0,0.0,0.0
DE214780,30.21,2.72,67.07,0.0,0.0,0.0,2.72,30.21,0.0,0.0,0.0,0.0,0.0,0.0,67.07,80.95,0.0,19.05,0.0,100.0,0.0,0.0,100.0,0.0,20.33,41.13,8.53,30.01,0.0,0.0,0.0,0.0,0.0,0.0
DE214790,52.94,1.25,45.81,0.0,0.0,0.0,1.25,52.94,0.0,0.0,0.0,0.0,0.0,0.0,45.81,54.92,0.0,45.08,0.0,100.0,0.0,0.0,100.0,0.0,9.44,29.99,7.63,52.94,0.0,0.0,0.0,0.0,0.0,0.0
DE214800,34.66,3.51,61.83,0.0,0.0,0.0,3.51,34.66,0.0,0.0,0.0,0.0,0.0,0.04,61.78,69.54,0.0,30.46,0.0,100.0,0.0,0.0,100.0,0.0,1.75,42.98,20.56,34.7,0.0,0.0,0.0,0.0,0.0,0.0
DE214810,20.38,16.33,63.29,0.0,0.0,0.0,16.33,20.38,0.0,0.0,0.0,0.0,0.0,0.0,63.29,79.26,0.0,20.74,0.0,100.0,0.0,0.0,100.0,0.0,1.11,46.54,31.61,20.74,0.0,0.0,0.0,0.0,0.0,0.0
DE214830,14.17,32.64,53.19,0.0,0.0,0.0,32.64,14.17,0.0,0.0,0.0,0.0,0.0,0.0,53.19,77.93,3.03,19.05,0.0,100.0,0.0,0.0,96.97,3.03,4.91,46.81,29.53,18.75,0.0,0.0,0.0,0.0,0.0,0.0
DE214840,12.26,46.38,41.37,0.0,0.0,0.0,46.38,12.26,0.0,0.0,0.0,0.0,0.0,0.0,41.37,70.79,1.68,27.52,0.0,99.96,0.0,0.04,98.32,1.68,7.13,30.81,41.68,20.37,0.0,0.0,0.0,0.0,0.0,0.0
DE214850,73.37,0.0,26.63,0.0,0.0,0.0,0.0,73.37,0.0,0.0,0.0,0.0,0.0,0.0,26.63,71.38,0.0,28.62,0.0,99.89,0.0,0.11,100.0,0.0,28.77,0.02,0.28,70.93,0.0,0.0,0.0,0.0,0.0,0.0
