gauge_id,q_mean,runoff_ratio,flow_period_start,flow_period_end,flow_perc_complete,slope_fdc,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
DE112500,1.2,0.5,1999-03-01,2020-12-31,31.198999999999998,0.81,177.29,0.69,2.03,0.0,0.0,53.54,9.5,0.0
DE210300,3.69,0.78,1952-11-01,2020-12-31,97.38,2.51,208.58,0.48,12.63,8.37,1.42,45.79,6.97,0.0
DE210310,4.91,0.85,1951-11-01,2020-12-31,98.811,2.49,211.24,0.92,14.79,3.47,1.34,22.4,8.51,0.0
DE210320,4.1,0.8,1955-11-01,2020-12-31,93.097,2.4,192.23,0.62,12.93,5.64,1.37,36.28,7.21,0.0
DE210350,2.76,0.65,1957-11-01,2020-12-31,90.238,2.96,178.55,0.29,8.23,5.81,1.76,58.35,8.59,0.0
DE210370,1.89,0.53,1951-01-01,2020-12-31,100.0,2.18,189.51,0.36,6.03,6.74,1.5,20.68,4.9,0.0
DE210380,1.52,0.5,1970-11-01,2020-12-31,71.66799999999999,0.67,185.51,0.94,2.39,0.0,0.0,20.68,4.9,0.0
DE210400,0.79,0.31,1978-11-01,2020-12-31,60.239,1.19,170.66,0.28,1.8,0.9,1.48,2.54,8.0,0.0
DE210410,1.42,0.46,1976-11-01,2020-12-31,63.093999999999994,1.26,181.14,0.56,3.34,1.0,1.23,2.54,8.0,0.0
DE210420,1.26,0.44,1974-11-01,2020-12-31,65.95400000000001,1.12,179.98,0.58,2.75,0.58,1.37,2.54,8.0,0.0
DE210430,1.17,0.42,1954-11-01,2020-12-31,94.524,1.15,182.34,0.52,2.53,0.37,1.33,2.54,8.0,0.0
DE210450,0.95,0.33,1964-11-01,2020-12-31,80.23700000000001,1.42,179.84,0.35,2.34,1.73,1.34,0.65,5.14,0.0
DE210460,1.1,0.41,1951-01-01,2020-12-31,97.141,0.9,177.06,0.56,2.11,0.08,1.25,0.65,5.14,0.0
DE210470,1.06,0.35,1964-11-01,2020-12-31,80.23700000000001,0.97,183.27,0.56,1.99,0.04,1.0,0.65,5.14,0.0
DE210480,0.92,0.37,1982-11-01,2020-12-31,54.525,0.8,177.11,0.51,1.84,0.84,1.41,0.65,5.14,0.0
DE210490,0.82,0.34,1979-11-01,2020-12-31,58.812,1.04,179.48,0.42,1.54,0.0,0.0,0.65,5.14,0.0
DE210500,0.44,0.19,1957-11-01,2020-12-31,90.238,1.48,168.65,0.18,1.01,0.44,1.5,0.65,5.14,0.0
DE210510,0.8,0.37,1969-11-01,2020-12-31,73.095,2.59,140.44,0.09,2.78,15.96,2.33,67.32,10.23,0.0
DE210520,0.73,0.34,1962-11-01,2020-12-31,83.096,2.21,142.75,0.13,2.42,10.18,2.72,25.03,3.69,0.0
DE210530,0.66,0.32,1978-02-06,2020-12-31,61.288,2.39,143.81,0.11,2.16,9.57,3.62,30.14,5.39,0.0
DE210540,0.63,0.31,1951-01-01,2020-12-31,100.0,2.1,149.29,0.12,2.04,7.58,3.46,19.8,4.19,0.0
DE210550,0.69,0.31,1985-11-01,2020-12-31,50.239,2.4,135.26,0.09,2.47,17.32,2.14,66.2,8.53,0.0
DE210560,0.69,0.33,1976-11-01,2020-12-31,63.093999999999994,2.26,149.12,0.13,2.16,7.93,2.29,23.3,4.91,0.0
DE210570,0.8,0.32,1979-11-01,2020-12-31,58.812,0.69,171.02,0.45,1.54,1.0,1.33,23.3,4.91,0.0
DE210580,0.75,0.33,1951-01-01,2020-12-31,100.0,0.75,171.55,0.42,1.39,0.35,1.6,23.3,4.91,0.0
DE210590,0.85,0.32,1951-01-01,2020-12-31,100.0,0.78,175.03,0.41,1.8,1.77,1.27,0.01,1.0,0.0
DE210600,0.75,0.3,1966-11-01,2020-12-31,77.38199999999999,0.74,171.77,0.4,1.61,0.91,1.45,0.01,1.0,0.0
DE210610,0.67,0.28,1958-11-01,2020-12-31,88.81,0.84,171.49,0.33,1.42,0.7,1.59,0.02,1.0,0.0
DE210710,4.15,1.02,1980-11-01,2020-12-31,57.376000000000005,1.91,227.56,1.06,10.49,1.49,1.29,7.56,2.59,0.0
DE210720,2.38,0.6,1951-01-01,2020-12-31,100.0,1.92,219.58,0.57,6.82,3.49,1.29,7.01,6.29,0.0
DE210730,2.1,0.56,1953-11-01,2020-12-31,95.952,1.68,207.77,0.57,5.85,2.8,1.3,4.06,3.15,0.0
DE210830,2.69,0.67,1951-01-01,2020-12-31,100.0,2.01,190.3,0.51,8.94,8.14,1.48,25.29,6.9,0.0
DE210840,2.17,0.59,1951-01-01,2020-12-31,100.0,2.06,186.59,0.45,6.37,3.87,1.48,17.38,6.45,0.0
DE210860,1.77,0.51,1951-01-01,2020-12-31,100.0,2.0,192.49,0.34,5.49,5.78,1.57,19.61,6.67,0.0
DE210870,0.88,0.27,1964-11-01,2020-12-31,80.23700000000001,1.61,191.13,0.25,2.08,0.07,1.33,5.51,5.72,0.0
DE210880,1.72,0.63,1955-11-01,2020-12-31,93.097,0.75,181.84,1.06,2.7,0.0,0.0,5.51,5.72,0.0
DE210900,0.76,0.28,1977-11-01,2020-12-31,61.667,0.64,184.21,0.47,1.19,0.0,0.0,5.51,5.72,0.0
DE210910,1.17,0.47,1984-11-01,2020-12-31,51.666000000000004,0.88,182.2,0.65,2.11,0.29,1.11,5.51,5.72,0.0
DE210920,0.9,0.37,1958-11-01,2020-12-31,88.81,0.81,180.79,0.52,1.63,0.1,1.2,5.51,5.72,0.0
DE210940,0.79,0.34,1951-01-01,2020-12-31,100.0,0.69,177.45,0.46,1.4,0.01,1.0,5.51,5.72,0.0
DE210950,0.75,0.33,1969-11-01,2020-12-31,73.095,0.67,176.74,0.47,1.3,0.1,1.67,5.51,5.72,0.0
DE210960,0.67,0.31,1951-01-01,2019-01-30,97.258,0.81,171.7,0.38,1.21,0.04,1.0,5.51,5.72,0.0
DE210970,0.97,0.39,1979-11-01,2020-12-31,58.812,0.49,177.42,0.65,1.43,0.3,1.2,5.51,5.72,0.0
DE211000,0.53,0.24,1967-11-01,2020-12-31,75.954,0.66,170.87,0.28,1.01,2.81,1.43,5.51,5.72,0.0
DE211010,0.68,0.32,1951-01-01,2020-12-31,100.0,0.68,170.96,0.39,1.18,0.68,1.38,5.51,5.72,0.0
DE211030,0.72,0.33,1987-11-01,2020-12-31,47.382999999999996,0.51,178.19,0.47,1.14,0.25,1.6,5.51,5.72,0.0
DE211040,0.6,0.32,1965-11-01,2020-12-31,78.809,3.05,142.94,0.04,2.07,17.11,2.55,92.7,10.45,0.0
DE211050,0.59,0.31,1968-11-01,2020-12-31,74.523,2.37,145.53,0.07,2.43,20.88,3.89,61.45,6.77,0.0
DE211060,0.51,0.26,1975-11-01,2020-12-31,64.526,2.54,147.5,0.09,1.63,6.73,4.55,27.25,6.15,0.0
DE211070,0.54,0.28,1951-01-01,2020-12-31,100.0,2.17,149.06,0.11,1.72,5.99,5.51,17.58,9.94,0.0
DE211080,0.61,0.31,1951-01-01,2020-12-31,100.0,2.05,157.7,0.17,1.76,2.26,4.33,2.74,3.71,0.0
DE211090,0.62,0.3,1984-11-01,2020-12-31,51.666000000000004,1.57,154.74,0.21,1.63,1.26,6.29,2.74,3.71,0.0
DE211100,0.61,0.31,1966-11-01,2020-12-31,77.38199999999999,1.86,143.94,0.13,1.81,7.83,1.98,18.13,3.83,0.0
DE211110,0.39,0.18,1963-11-01,2020-12-31,81.66799999999999,3.0,162.36,0.02,1.32,8.18,7.27,73.41,18.69,0.02
DE211120,0.62,0.3,1951-01-01,2020-12-31,100.0,2.04,150.58,0.11,2.03,8.51,2.5,27.17,9.77,0.0
DE211130,0.9,0.4,1982-11-01,2020-12-31,54.525,1.54,155.86,0.31,2.12,1.41,2.0,0.38,4.67,0.0
DE211150,0.77,0.33,1960-11-01,2020-12-31,85.951,1.33,161.34,0.28,1.78,0.59,2.19,0.34,1.67,0.0
DE211160,0.6,0.27,1954-11-01,2020-12-31,94.524,0.87,166.86,0.31,1.11,0.06,1.33,0.34,1.67,0.0
DE211250,0.78,0.35,2002-07-22,2020-12-31,26.352999999999998,2.72,150.33,0.04,2.5,3.39,2.03,70.88,10.29,0.01
DE211260,1.37,0.5,1951-01-01,2020-12-31,100.0,2.36,151.68,0.26,4.18,5.0,1.99,22.17,5.52,0.0
DE211270,0.99,0.45,2009-02-28,2020-12-31,16.916,2.74,132.36,0.16,3.45,11.82,2.71,41.09,7.29,0.0
DE211280,0.66,0.32,2009-05-17,2020-12-31,16.611,2.35,133.82,0.1,2.11,9.82,2.3,37.0,7.02,0.0
DE211290,1.05,0.43,1976-11-01,2020-12-31,63.093999999999994,2.42,142.09,0.17,3.39,7.28,2.07,33.98,7.09,0.0
DE211310,0.76,0.36,1951-01-01,2020-12-31,100.0,1.88,150.8,0.19,2.26,4.03,2.9,8.45,5.03,0.0
DE211320,0.69,0.33,1957-11-01,2020-12-31,90.238,1.86,145.87,0.16,1.97,3.94,2.46,9.44,5.13,0.0
DE211450,0.93,0.4,1964-11-01,2020-12-31,80.23700000000001,1.77,161.78,0.25,2.51,1.89,1.96,3.76,2.69,0.0
DE211460,0.74,0.34,1964-11-01,2020-12-31,80.23700000000001,0.98,156.09,0.33,1.63,1.18,1.81,0.04,1.0,0.0
DE211470,0.73,0.35,1951-01-01,2020-12-31,100.0,0.87,158.57,0.35,1.63,0.84,1.93,0.04,1.0,0.0
DE211490,0.82,0.38,1962-11-01,2020-12-31,83.096,0.72,166.46,0.48,1.53,0.02,1.0,0.04,1.0,0.0
DE211500,1.0,0.46,1953-11-01,2020-12-31,95.952,0.52,179.08,0.62,1.55,0.09,1.0,0.04,1.0,0.0
DE211510,0.99,0.43,1957-11-01,2020-12-31,90.238,0.86,169.61,0.52,1.83,0.02,1.0,0.04,1.0,0.0
DE211580,1.35,0.44,1975-11-01,2020-12-31,64.526,1.72,157.27,0.4,3.73,3.86,1.42,0.41,2.25,0.0
DE211620,1.6,0.5,1953-11-01,2020-12-31,95.952,1.78,164.14,0.43,4.15,2.12,1.43,5.11,4.11,0.0
DE211700,1.22,0.49,1974-11-01,2020-12-31,65.95400000000001,1.82,160.13,0.29,3.64,5.24,1.46,8.27,5.39,0.0
DE211720,0.8,0.36,1962-11-01,2020-12-31,83.096,2.5,159.79,0.13,2.42,3.88,3.3,34.17,8.32,0.0
DE211730,0.76,0.35,1956-11-01,2020-12-31,91.66499999999999,2.41,156.84,0.14,2.26,4.06,2.67,26.54,6.33,0.0
DE211740,0.46,0.23,1978-11-01,2020-12-31,60.239,1.1,155.29,0.19,0.91,1.22,1.67,0.37,3.75,0.0
DE211760,0.5,0.25,1953-11-01,2020-12-31,95.952,1.04,161.44,0.22,1.01,1.06,2.06,0.88,5.8,0.0
DE211770,0.53,0.26,1979-11-01,2020-12-31,58.812,0.65,168.15,0.29,0.83,1.02,1.64,1.78,8.88,0.0
DE211780,0.35,0.17,1980-11-01,2020-12-31,57.379999999999995,0.9,163.28,0.14,0.68,2.15,1.53,1.78,8.88,0.0
DE211790,0.35,0.17,1981-11-01,2020-12-31,55.952999999999996,2.0,157.53,0.08,0.92,5.03,1.91,10.42,5.5,0.0
DE211800,1.68,0.5,1960-11-01,2020-12-31,85.951,1.95,159.51,0.4,4.71,3.05,1.68,7.1,4.46,0.0
DE211940,0.66,0.3,1976-11-01,2020-12-31,63.093999999999994,1.36,202.35,0.22,0.99,1.65,1.82,7.1,4.46,0.0
DE212130,1.88,0.51,1964-11-01,2020-12-31,80.23700000000001,2.0,211.6,0.34,5.09,1.71,1.74,23.0,2.76,0.0
DE212290,3.26,0.75,1974-11-01,2020-12-31,65.95400000000001,1.97,217.73,0.76,9.24,3.38,1.27,8.89,4.82,0.0
DE212300,2.34,0.63,1953-11-01,2020-12-31,95.952,2.3,197.98,0.33,7.48,9.01,1.53,41.89,7.31,0.0
DE212310,1.94,0.55,1951-01-01,2020-12-31,100.0,1.62,200.42,0.58,4.84,0.3,1.75,4.41,7.6,0.0
DE212320,1.28,0.44,1951-01-01,2020-12-31,100.0,2.04,182.38,0.24,4.0,7.13,1.51,20.96,5.83,0.0
DE212330,0.78,0.28,1976-11-01,2020-12-31,61.68599999999999,2.28,190.68,0.13,2.42,4.68,1.55,26.73,6.3,0.0
DE212340,0.7,0.24,1966-11-01,2020-12-31,77.38199999999999,2.1,174.94,0.06,2.59,19.87,2.23,67.66,10.13,0.0
DE212350,0.77,0.27,1966-11-01,2020-12-31,77.38199999999999,2.15,176.04,0.12,2.84,13.98,2.66,36.94,7.96,0.0
DE212370,0.66,0.24,1985-11-01,2020-12-31,50.239,2.33,179.79,0.07,2.11,15.18,1.82,71.76,10.17,0.0
DE212380,0.83,0.33,1951-01-01,2020-12-31,100.0,0.96,177.17,0.39,1.69,0.54,1.37,0.9,12.4,0.0
DE212390,1.27,0.4,1951-01-01,2020-12-31,100.0,0.99,203.86,0.6,2.1,0.0,0.0,0.04,1.5,0.0
DE212400,0.77,0.25,1983-11-01,2020-12-31,53.098,0.99,195.56,0.36,1.28,0.0,0.0,0.25,2.25,0.0
DE212430,0.92,0.3,1978-11-01,2020-12-31,60.239,1.43,190.0,0.26,2.41,1.59,1.55,4.56,3.28,0.0
DE212440,0.55,0.17,1978-11-01,2020-12-31,60.239,1.59,185.63,0.14,1.37,1.05,1.48,6.9,7.86,0.0
DE212450,0.79,0.33,2010-04-12,2020-12-31,15.32,1.09,167.2,0.37,1.64,1.2,1.5,6.9,7.86,0.0
DE212460,0.72,0.3,1951-01-01,2020-12-31,100.0,1.04,171.13,0.33,1.44,1.51,1.55,6.9,7.86,0.0
DE212470,1.47,0.55,1961-11-01,2020-12-31,84.524,0.51,181.66,0.99,2.22,0.03,1.0,6.9,7.86,0.0
DE212500,0.95,0.4,1953-11-01,2020-12-31,95.952,1.12,169.39,0.37,2.28,2.38,1.51,1.02,22.33,0.0
DE212530,0.52,0.24,1976-11-01,2020-12-31,63.093999999999994,0.79,170.12,0.23,0.97,2.16,1.52,0.33,3.5,0.0
DE212540,0.3,0.15,1962-11-01,2020-12-31,83.096,1.9,186.42,0.06,0.77,2.19,1.58,25.14,7.13,0.0
DE212550,1.6,0.51,1964-11-01,2020-12-31,80.23700000000001,1.8,156.09,0.4,4.69,5.07,1.75,5.93,5.34,0.0
DE212560,0.67,0.29,1969-11-01,2020-12-31,73.095,0.74,161.92,0.29,1.46,5.78,2.01,5.93,5.34,0.0
DE212570,0.64,0.28,1951-01-01,2020-12-31,100.0,0.83,163.22,0.26,1.42,3.75,2.23,0.13,1.12,0.0
DE212580,0.63,0.28,1951-01-01,2020-12-31,99.996,1.04,162.99,0.25,1.51,2.83,2.24,0.13,1.12,0.0
DE212590,0.72,0.31,1951-01-01,2020-12-31,100.0,0.94,163.06,0.29,1.71,3.65,1.65,0.09,1.2,0.0
DE212600,0.55,0.24,1969-11-01,2020-12-31,73.095,1.12,160.02,0.17,1.41,6.74,2.08,3.98,4.74,0.0
DE212610,0.57,0.25,1963-11-01,2020-12-31,81.66799999999999,1.23,153.48,0.18,1.58,8.59,1.66,1.3,4.29,0.0
DE212620,0.46,0.23,2001-10-20,2020-12-31,27.429,1.14,150.56,0.17,1.21,6.5,1.83,0.44,8.0,0.0
DE212640,0.73,0.32,1961-11-01,2020-12-31,84.524,1.0,158.66,0.28,1.83,5.19,1.52,0.44,8.0,0.0
DE212650,1.29,0.46,1957-11-01,2020-12-31,90.238,1.94,152.63,0.3,3.92,5.39,2.05,8.81,4.92,0.0
DE212680,2.63,0.73,1977-11-01,2020-12-31,61.667,1.76,187.05,0.68,8.54,3.12,1.93,1.52,4.92,0.0
DE212690,1.99,0.61,1953-11-01,2020-12-31,95.952,1.85,179.23,0.52,5.56,1.77,1.39,6.09,3.65,0.0
DE212710,1.52,0.5,1951-01-01,2020-12-31,100.0,1.86,165.52,0.38,4.33,3.8,1.59,6.06,6.74,0.0
DE212760,1.79,0.58,1951-01-01,2020-12-31,100.0,1.81,170.29,0.5,4.86,1.97,1.51,1.83,3.71,0.0
DE212870,2.91,0.66,1951-01-01,2020-12-31,100.0,2.34,204.19,0.5,9.36,7.51,1.57,31.29,6.39,0.0
DE212890,2.37,0.52,1951-01-01,2020-12-31,100.0,1.66,211.75,0.7,6.1,2.16,1.38,1.51,2.42,0.0
DE212900,1.6,0.45,1951-01-01,2020-12-31,100.0,1.19,201.33,0.63,3.1,0.12,1.6,1.38,6.33,0.0
DE212980,2.84,0.54,1951-01-01,2020-12-31,100.0,3.35,221.43,0.23,9.75,9.35,1.65,80.69,10.73,0.0
DE213010,2.1,0.47,1951-01-01,2020-12-31,100.0,1.87,201.09,0.45,5.39,1.0,1.33,14.62,6.55,0.0
DE213050,2.08,0.67,1956-11-01,2020-12-31,91.66499999999999,0.81,182.95,1.04,4.06,0.52,1.14,0.02,1.0,0.0
DE213060,1.71,0.56,1951-01-01,2020-12-31,100.0,0.98,184.68,0.81,3.84,0.77,1.29,0.22,5.0,0.0
DE213100,2.29,0.65,1998-05-05,2020-12-31,32.365,1.74,189.0,0.57,6.82,6.23,1.56,8.54,5.53,0.0
DE213110,2.63,0.7,1976-11-01,2020-12-31,63.093999999999994,1.54,178.6,0.83,7.01,2.3,1.27,1.09,3.36,0.0
DE213130,1.33,0.43,1970-11-01,2020-12-31,71.66799999999999,1.01,182.59,0.58,2.94,1.37,1.43,1.09,3.36,0.0
DE213140,1.3,0.45,1958-11-01,2020-12-31,88.81,1.15,183.54,0.54,2.66,0.61,1.23,0.02,1.0,0.0
DE213150,1.34,0.46,1951-01-01,2020-12-31,100.0,1.18,179.61,0.56,2.96,1.3,1.53,0.02,1.0,0.0
DE213170,0.86,0.35,1951-01-01,2020-12-31,100.0,1.31,167.29,0.29,2.12,3.1,1.49,0.99,3.58,0.0
DE213180,1.2,0.45,1964-11-01,2020-12-31,80.23700000000001,2.2,162.44,0.21,3.82,10.11,1.57,28.13,4.38,0.0
DE213310,3.56,0.75,1976-11-01,2020-12-31,63.093999999999994,1.43,202.12,1.28,8.37,1.7,1.49,0.37,3.2,0.0
DE213360,2.96,0.62,1951-01-01,2020-12-31,100.0,1.86,199.39,0.72,8.17,2.7,1.33,9.1,4.72,0.0
DE213450,2.1,0.46,1951-01-01,2020-12-31,100.0,2.35,187.88,0.26,6.18,5.01,1.47,44.55,7.72,0.0
DE213460,2.24,0.54,1964-11-01,2020-12-31,80.23700000000001,1.67,178.29,0.59,5.96,3.4,1.42,6.95,4.49,0.0
DE213470,2.09,0.52,1997-07-08,2020-12-31,33.550000000000004,1.72,177.65,0.61,5.65,1.09,1.79,2.13,7.0,0.0
DE213480,1.8,0.47,1951-01-01,2020-12-31,100.0,1.85,179.48,0.48,5.13,3.68,1.53,2.22,4.14,0.0
DE213490,2.74,0.63,1964-11-01,2020-12-31,80.23700000000001,2.2,188.05,0.45,8.02,4.84,1.46,31.38,5.83,0.0
DE213500,1.83,0.49,1971-11-01,2020-12-31,70.24000000000001,1.54,170.42,0.5,5.16,5.77,1.44,3.48,3.63,0.0
DE213510,1.76,0.53,1951-01-01,2020-12-31,100.0,1.32,180.32,0.69,3.77,0.13,4.5,0.28,1.9,0.0
DE213520,0.87,0.33,1961-11-01,2020-12-31,84.344,0.94,172.65,0.33,1.94,2.93,1.43,0.16,2.25,0.0
DE213530,0.64,0.27,1973-11-01,2020-12-31,67.381,1.35,163.39,0.22,1.56,4.3,1.52,0.39,4.5,0.0
DE213540,0.64,0.28,1961-11-01,2020-12-31,84.524,1.08,159.78,0.22,1.64,5.45,1.6,1.16,3.19,0.0
DE213550,0.67,0.29,1972-11-01,2020-12-31,68.809,1.14,157.47,0.21,1.98,7.51,2.35,3.7,3.55,0.0
DE213560,0.69,0.3,1951-01-01,2020-12-31,100.0,1.23,161.62,0.23,1.93,6.25,2.04,0.19,1.62,0.0
DE213570,0.72,0.31,1964-11-01,2020-12-31,80.23700000000001,1.23,158.64,0.24,1.88,4.53,2.01,0.73,2.22,0.0
DE213580,0.5,0.22,1961-11-01,2020-12-31,84.524,1.42,155.36,0.1,1.51,11.95,1.87,13.5,3.62,0.0
DE213590,0.62,0.28,1985-11-01,2020-12-31,50.239,1.5,155.24,0.16,1.68,7.47,1.69,6.85,4.96,0.0
DE213600,0.69,0.31,1985-11-01,2020-12-31,50.239,1.26,157.5,0.18,1.79,6.32,1.62,8.35,4.37,0.0
DE213620,0.72,0.28,1983-11-01,2020-12-31,53.098,0.95,163.61,0.25,1.79,6.53,1.61,0.56,10.0,0.0
DE213630,1.41,0.5,2008-06-24,2020-12-31,17.89,1.47,167.08,0.49,3.8,1.5,1.5,2.08,4.17,0.0
DE213640,1.97,0.62,1984-11-01,2020-12-31,51.666000000000004,1.34,172.8,0.77,4.98,1.0,1.3,0.03,1.0,0.0
DE213670,3.19,0.64,1951-01-01,2020-12-31,99.988,1.97,183.23,0.76,9.58,3.46,1.36,6.77,4.67,0.0
DE213680,3.52,0.69,1951-01-01,2020-12-31,99.754,2.47,183.0,0.55,11.89,8.01,1.58,38.45,6.71,0.0
DE213690,1.02,0.43,1982-11-01,2020-12-31,54.525,2.0,148.65,0.23,2.91,3.38,2.4,9.73,5.81,0.0
DE213700,1.06,0.44,1951-01-01,2020-12-31,100.0,2.3,148.22,0.2,3.24,4.3,2.45,21.85,8.11,0.0
DE213710,0.89,0.4,1951-01-01,2020-12-31,100.0,2.06,149.17,0.18,2.73,3.39,2.96,16.03,9.62,0.0
DE213720,0.78,0.36,1975-11-01,2020-12-31,64.499,1.33,156.61,0.3,1.92,1.09,2.67,16.03,9.62,0.0
DE213730,0.73,0.35,1951-01-01,2020-12-31,100.0,1.43,157.03,0.24,1.86,0.97,2.79,1.74,4.8,0.0
DE213740,0.76,0.37,1988-11-01,2020-12-31,45.952,1.33,155.42,0.29,1.83,0.61,2.38,1.74,4.8,0.0
DE213770,1.62,0.53,1951-01-01,2020-12-31,97.861,1.98,161.02,0.34,4.55,1.95,1.69,15.17,6.44,0.0
DE213780,1.1,0.44,1960-11-01,2020-12-31,85.951,1.82,154.46,0.28,3.01,2.88,1.98,7.69,6.22,0.0
DE213800,0.56,0.27,1954-11-01,2020-12-31,94.524,1.67,153.68,0.16,1.46,2.57,1.65,5.77,6.94,0.0
DE213820,1.19,0.47,1960-11-01,2020-12-31,85.951,1.93,150.76,0.27,3.46,3.22,2.64,11.92,8.27,0.0
DE213830,1.24,0.48,1978-11-01,2020-12-31,60.239,1.66,151.49,0.27,3.47,2.76,2.46,14.97,10.96,0.0
DE213840,1.31,0.51,1958-11-01,2020-12-31,88.81,1.87,159.62,0.34,3.36,1.31,3.2,5.82,5.38,0.0
DE213850,1.43,0.53,1957-11-01,2020-12-31,90.238,2.35,146.06,0.25,4.53,5.23,2.89,27.0,8.01,0.0
DE213860,1.23,0.48,1956-11-01,2020-12-31,91.66499999999999,2.37,147.52,0.24,3.88,5.17,2.96,21.6,7.24,0.0
DE213870,0.97,0.45,1969-11-01,2020-12-31,73.095,3.41,136.4,0.07,3.68,19.8,3.07,95.88,15.46,0.0
DE213880,0.66,0.31,1956-11-01,2020-12-31,91.66499999999999,2.92,137.02,0.06,2.5,20.08,2.52,91.32,8.68,0.0
DE213890,0.81,0.35,1951-01-01,2020-12-31,100.0,2.06,150.59,0.17,2.45,5.65,1.85,14.59,5.19,0.0
DE213900,0.8,0.36,1951-01-01,2020-12-31,100.0,1.84,151.07,0.18,2.37,5.64,2.24,9.85,4.79,0.0
DE213910,0.69,0.32,1962-11-01,2020-12-31,83.096,1.6,153.89,0.22,1.76,4.0,1.71,0.88,8.33,0.0
DE213920,1.36,0.47,1952-11-01,2020-12-31,97.38,2.1,155.7,0.25,3.87,2.33,2.33,23.48,6.78,0.0
DE213930,1.18,0.52,1957-11-01,2020-12-31,90.238,1.11,166.97,0.52,2.5,0.13,2.0,23.48,6.78,0.0
DE213940,1.5,0.56,1951-01-01,2020-12-31,100.0,2.83,145.22,0.18,5.38,10.9,3.43,56.59,9.08,0.0
DE213950,1.14,0.4,1988-12-12,2020-12-31,45.792,2.92,139.06,0.17,4.0,13.19,4.49,57.74,7.89,0.0
DE213960,1.34,0.48,1969-11-01,2020-12-31,73.095,2.64,141.48,0.19,4.48,8.2,3.45,47.88,7.02,0.0
DE213970,1.22,0.47,1951-01-01,2020-12-31,100.0,2.88,141.96,0.14,4.27,9.65,3.36,67.32,10.37,0.0
DE214000,1.64,0.59,1965-11-01,2020-12-31,78.809,3.33,143.07,0.12,6.15,14.33,4.25,90.61,12.32,0.0
DE214010,1.54,0.55,1959-11-01,2020-12-31,87.383,2.41,144.9,0.23,5.44,8.87,3.39,40.32,7.85,0.0
DE214020,1.37,0.49,1951-01-01,2020-12-31,100.0,2.72,143.58,0.16,4.69,9.22,3.4,56.59,7.17,0.0
DE214030,1.53,0.55,1954-11-01,2020-12-31,94.524,3.33,137.74,0.08,5.71,14.17,3.77,97.7,12.31,0.0
DE214040,1.81,0.61,1970-11-01,2020-12-31,71.66799999999999,3.24,134.53,0.09,7.33,21.41,4.46,103.28,14.34,0.0
DE214050,1.44,0.54,1951-01-01,2020-12-31,98.56899999999999,3.41,137.64,0.09,5.23,13.07,3.65,94.89,13.3,0.0
DE214060,1.55,0.56,1964-11-01,2020-12-31,80.23700000000001,3.33,138.35,0.09,5.74,14.24,3.93,95.36,12.73,0.0
DE214070,1.67,0.57,1987-11-01,2020-12-31,47.382999999999996,2.71,134.72,0.22,5.56,9.12,3.7,49.03,8.86,0.0
DE214080,1.21,0.42,1984-11-01,2020-12-31,51.666000000000004,5.33,133.49,0.07,5.12,31.91,6.57,146.03,17.33,0.0
DE214090,1.19,0.5,1951-01-01,2020-12-31,100.0,2.27,148.72,0.21,3.69,3.36,2.67,23.35,7.53,0.0
DE214100,0.81,0.39,1967-11-01,2020-12-31,75.954,2.14,148.33,0.18,2.45,4.19,2.56,12.04,5.05,0.0
DE214110,1.09,0.45,1957-11-01,2020-12-31,90.238,2.07,148.81,0.23,3.08,3.15,2.38,13.92,5.02,0.0
DE214120,0.88,0.37,1988-11-01,2020-12-31,45.952,2.47,147.77,0.19,2.72,3.94,1.85,12.26,5.43,0.0
DE214130,2.39,1.02,1981-11-01,2020-12-31,55.952999999999996,1.9,156.13,0.69,6.01,0.39,1.36,0.63,8.0,0.0
DE214140,0.62,0.3,1985-11-01,2020-12-31,50.239,3.13,135.0,0.04,2.19,14.47,2.35,93.58,10.97,0.0
DE214150,0.66,0.34,2009-01-01,2020-12-31,17.143,3.12,128.91,0.09,2.12,8.64,2.44,60.09,7.69,0.0
DE214160,0.57,0.3,1959-11-01,2020-12-31,87.383,1.92,151.55,0.14,1.62,5.85,2.11,6.23,4.99,0.0
DE214170,0.54,0.3,1959-11-01,2020-12-31,84.528,1.44,154.51,0.16,1.45,5.26,1.72,2.12,3.18,0.0
DE214190,0.5,0.27,1962-11-01,2020-12-31,80.241,1.68,152.77,0.12,1.47,7.34,2.33,9.98,5.63,0.0
DE214200,0.5,0.27,1951-01-01,2020-12-31,100.0,1.82,153.94,0.12,1.62,6.46,3.12,12.16,6.45,0.0
DE214210,0.51,0.28,1978-11-01,2020-12-31,60.239,1.77,153.83,0.14,1.38,6.0,1.82,2.68,3.24,0.0
DE214220,0.68,0.33,1953-11-01,2020-12-31,95.952,0.9,167.86,0.31,1.38,0.38,1.67,2.68,3.24,0.0
DE214230,0.66,0.32,1951-01-01,2020-12-31,100.0,1.0,164.65,0.28,1.46,0.49,1.79,0.22,1.67,0.0
DE214240,0.63,0.33,1966-11-01,2020-12-31,77.38199999999999,1.65,174.42,0.2,1.3,0.62,1.57,1.77,2.24,0.0
DE214250,0.61,0.31,1951-01-01,2020-12-31,100.0,1.35,171.81,0.23,1.25,0.42,1.61,1.19,5.12,0.0
