gauge_id,provider_id,gauge_name,water_body_name,federal_state,gauge_lat,gauge_lon,gauge_easting,gauge_northing,gauge_elev_metadata,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max
DE213880,24122008,Schlehenmühle , Roter Main ,Bayern,49.906647,11.620903,4437440.0,2978413.0,376.87,71.3,379.39,71.05,487.36,379.9,422.2,484.24,572.8,643.75
DE213890,24123000,Bayreuth , Roter Main ,Bayern,49.949089,11.566148,4433408.0,2983047.0,328.88,330.8,330.84,336.57,491.32,328.05,362.2,463.87,760.39,1022.02
DE213900,24125006,Unterzettlitz , Roter Main ,Bayern,50.075365,11.42632,4423104.0,2996884.0,292.9,496.3,299.55,503.84,457.48,293.92,331.47,435.82,728.01,1022.02
DE213910,24126009,Gampelmühle , Ölschnitz ,Bayern,49.897342,11.661784,4440400.0,2977444.0,370.08,62.4,374.09,63.84,456.01,372.72,397.59,452.9,526.36,570.59
DE213920,24128004,Untersteinach_Warme Steinach , Warme Steinach ,Bayern,49.969561,11.683331,4441765.0,2985510.0,389.93,73.7,395.53,75.68,638.18,392.01,436.99,650.08,836.81,1022.02
DE213930,24134007,Weismain_Weismain , Weismain ,Bayern,50.090502,11.2382,4409611.0,2998323.0,305.6,70.0,309.86,69.19,472.88,309.39,369.95,478.73,535.39,594.73
DE213940,24140509,Streitmühle , Rodach ,Bayern,50.352171,11.510727,4428518.0,3027787.0,424.65,56.5,437.38,56.54,629.38,426.49,528.87,636.69,699.62,770.01
DE213950,24141206,Rieblich , Rodach ,Bayern,50.317946,11.485735,4426816.0,3023945.0,383.58,118.6,388.98,118.72,608.92,385.29,472.19,622.24,701.78,770.01
DE213960,24141501,Erlabrück , Rodach ,Bayern,50.278169,11.430622,4422977.0,3019443.0,344.27,252.4,348.49,252.49,580.32,346.68,431.06,591.8,694.12,805.98
DE213970,24143008,Unterlangenstadt , Rodach ,Bayern,50.181533,11.226533,4408608.0,3008433.0,275.32,714.3,278.72,713.8,529.93,276.18,336.98,546.89,693.12,805.98
DE214000,24145003,Mauthaus_Tschirner Ködel , Tschirner Ködel ,Bayern,50.362977,11.483618,4426565.0,3028949.0,453.67,12.4,458.46,12.57,628.18,456.35,530.3,632.51,709.17,740.19
DE214010,24145502,Bernstein am Wald , Wilde Rodach ,Bayern,50.268276,11.54142,4430896.0,3018503.0,415.9,35.38,434.16,35.11,611.05,419.99,506.47,613.21,700.54,805.98
DE214020,24145808,Wallenfels , Wilde Rodach ,Bayern,50.271035,11.461707,4425208.0,3018694.0,358.15,96.1,361.54,96.03,575.97,360.75,439.11,581.62,688.96,805.98
DE214030,24146505,Neukenroth , Haßlach ,Bayern,50.321765,11.284641,4412488.0,3024099.0,346.71,142.0,350.53,143.31,588.44,350.08,401.81,608.46,720.35,767.9
DE214040,24147600,Friedersdorf , Buchbach ,Bayern,50.368719,11.306762,4413971.0,3029349.0,411.98,11.1,414.16,11.13,606.33,412.44,482.9,617.61,692.46,728.62
DE214050,24148001,Steinberg_Kronach , Kronach ,Bayern,50.292013,11.3677,4418464.0,3020897.0,350.19,94.2,370.6,95.39,571.97,350.55,435.16,580.17,686.87,803.55
DE214060,24148500,Geschwend , Kremnitz ,Bayern,50.325426,11.360671,4417895.0,3024604.0,389.99,46.2,405.04,46.63,593.5,391.82,461.02,597.06,715.16,803.55
DE214070,24149208,Fürth am Berg , Steinach ,Bayern,50.277316,11.159383,4403646.0,3019007.0,309.18,149.3,313.84,147.07,598.23,312.22,337.54,626.37,815.24,871.13
DE214080,24160903,Schönstädt , Itz ,Bayern,50.347262,11.02805,4394177.0,3026646.0,337.15,129.3,350.82,128.68,568.51,338.73,392.18,525.46,821.12,873.7
DE214090,24162206,Coburg , Itz ,Bayern,50.249175,10.962087,4389623.0,3015674.0,282.89,366.6,291.97,363.05,458.65,287.37,309.95,427.79,777.65,873.7
DE214100,24163005,Schenkenau , Itz ,Bayern,50.129402,10.871227,4383299.0,3002272.0,251.87,962.2,256.25,955.28,384.73,254.09,287.92,352.75,625.22,873.7
DE214110,24165102,Mönchröden , Röden ,Bayern,50.296644,11.051664,4395937.0,3021041.0,309.73,71.6,313.61,69.8,435.4,312.74,329.89,390.26,659.05,732.33
DE214120,24165204,Neukirchen , Lauter (Lauterbach) ,Bayern,50.349641,10.963159,4389554.0,3026848.0,361.18,18.3,366.02,18.61,467.9,363.62,403.17,470.12,526.3,577.36
DE214130,24165306,Oberlauter , Lauter (Lauterbach) ,Bayern,50.314659,10.973172,4390318.0,3022967.0,328.32,31.5,332.91,33.79,457.21,331.23,374.62,461.86,519.82,577.36
DE214140,24165805,Kösfeld , Sulzbach ,Bayern,50.297918,10.924325,4386862.0,3021060.0,298.97,34.7,303.18,35.19,357.83,300.24,305.66,333.56,478.31,525.55
DE214150,24165907,Goldbergsee Ablaufpegel , Sulzbach ,Bayern,50.276894,10.944355,4388319.0,3018740.0,291.63,52.0,294.76,52.62,349.55,293.43,301.5,328.37,463.79,525.55
DE214160,24167006,Heinersdorf , Rodach ,Bayern,50.177449,10.842123,4381158.0,3007591.0,259.73,380.7,263.2,378.79,342.45,261.8,288.1,337.69,412.69,525.02
DE214170,24168009,Autenhausen , Kreck ,Bayern,50.239494,10.785922,4377070.0,3014447.0,271.75,166.0,275.07,163.26,338.42,273.45,292.3,334.84,390.92,453.69
DE214190,24183002,Lohr , Baunach ,Bayern,50.14458,10.705881,4371460.0,3003833.0,270.9,165.1,275.1,161.94,367.83,272.99,301.78,361.34,463.15,531.87
DE214200,24186000,Leucherhof , Baunach ,Bayern,50.0021,10.843452,4381474.0,2988091.0,239.8,380.6,248.56,377.81,352.22,241.95,271.79,348.09,447.35,531.87
DE214210,24187502,Pfarrweisach , Weisach ,Bayern,50.145686,10.736127,4373621.0,3003977.0,274.94,36.9,278.77,37.94,362.81,276.55,303.1,357.21,447.1,482.51
DE214220,24201501,Hüttendorf , Regnitz ,Bayern,49.546095,10.973643,4391471.0,2937499.0,273.72,3782.5,274.0,3859.21,423.44,270.2,319.21,416.03,553.33,666.72
DE214230,24208806,Pettstadt , Regnitz ,Bayern,49.832746,10.948965,4389279.0,2969350.0,237.03,6977.7,240.5,6979.66,404.69,237.14,292.3,399.06,540.03,666.72
DE214240,24210309,Roth Kläranlage , Rednitz ,Bayern,49.250229,11.084194,4399949.0,2904715.0,322.61,957.6,328.54,961.48,435.93,325.47,373.71,431.9,508.66,651.39
DE214250,24211200,Neumühle_Rednitz , Rednitz ,Bayern,49.436077,10.991175,4392902.0,2925283.0,287.47,1773.7,290.46,1815.46,425.02,290.06,343.59,419.79,540.81,651.39
DE214260,24211414,Mitteldachstetten , Fränkische Rezat ,Bayern,49.404307,10.465252,4354773.0,2921372.0,419.38,24.5,421.16,24.8,468.23,420.64,428.13,460.85,524.47,554.86
DE214270,24211505,Oberheßbach , Fränkische Rezat ,Bayern,49.367373,10.492274,4356762.0,2917278.0,409.92,65.3,415.93,65.04,465.94,411.49,423.93,460.74,520.9,554.86
DE214280,24211651,Ansbach_Fränkische Rezat , Fränkische Rezat ,Bayern,49.30459,10.565628,4362143.0,2910336.0,397.62,119.1,403.26,118.53,458.82,399.69,410.99,458.03,515.45,554.86
DE214290,24212450,Wernfels Kläranlage , Fränkische Rezat ,Bayern,49.195394,10.887341,4385688.0,2898426.0,360.93,376.2,369.76,375.75,443.82,362.47,391.21,443.59,500.0,560.18
DE214310,24213602,Weißenburg , Schwäbische Rezat ,Bayern,49.02987,10.954953,4390851.0,2880086.0,400.42,29.6,403.25,30.45,461.38,402.79,411.25,436.68,579.85,644.26
DE214320,24213806,Seemannsmühle , Schwäbische Rezat ,Bayern,49.120565,11.003849,4394292.0,2890216.0,362.65,161.7,365.51,162.72,462.83,364.47,396.32,449.3,593.7,651.39
DE214330,24214004,Mühlstetten , Schwäbische Rezat ,Bayern,49.153392,11.012897,4394903.0,2893875.0,351.69,254.7,354.11,254.08,453.76,354.11,391.32,444.0,577.32,651.39
DE214340,24214300,Weiboldshausen , Felchbach ,Bayern,49.049297,10.981968,4392798.0,2882272.0,396.65,39.5,399.61,38.56,489.93,399.61,431.02,473.32,603.75,624.57
DE214350,24214900,Roth Bleiche , Roth ,Bayern,49.247824,11.093963,4400664.0,2904458.0,325.6,172.0,337.33,176.37,414.69,329.0,363.99,412.5,474.42,625.04
DE214360,24215903,Rothaurach , Aurach ,Bayern,49.241205,11.053475,4397726.0,2903679.0,334.36,123.6,337.96,124.1,411.99,336.3,365.27,414.32,452.8,492.86
DE214370,24217104,Rasch , Schwarzach ,Bayern,49.368821,11.377605,4421070.0,2918257.0,370.05,185.4,374.57,208.23,492.99,372.17,409.3,484.22,586.39,641.55
DE214380,24217400,Wendelstein , Schwarzach ,Bayern,49.355186,11.141189,4403921.0,2916447.0,324.28,275.4,331.76,322.15,460.9,327.23,366.24,440.15,577.1,641.55
DE214400,24218504,Lentersdorf , Bibert ,Bayern,49.39393,10.733963,4374290.0,2920378.0,327.46,47.2,333.02,47.29,412.35,329.41,357.31,409.04,472.56,508.37
DE214410,24218800,Weinzierlein , Bibert ,Bayern,49.426526,10.895565,4385980.0,2924132.0,299.29,293.0,305.87,294.04,402.64,302.47,338.24,400.26,472.5,529.91
DE214420,24219008,Bruckberg , Haselbach ,Bayern,49.366975,10.706607,4372332.0,2917361.0,333.07,77.4,336.73,78.64,430.97,332.95,371.16,435.24,480.74,508.36
DE214430,24220506,Michelfeld , Pegnitz ,Bayern,49.706373,11.55862,4433433.0,2956048.0,397.49,96.6,400.66,96.31,495.64,397.4,429.21,491.01,571.41,648.11
DE214440,24222002,Güntersthal , Pegnitz ,Bayern,49.605592,11.504951,4429788.0,2944762.0,369.88,318.43,372.8,315.89,487.48,372.8,412.52,481.5,568.96,659.87
DE214450,24223005,Hohenstadt , Pegnitz ,Bayern,49.52589,11.491404,4428986.0,2935881.0,345.93,475.3,349.93,470.53,488.43,347.53,411.4,485.13,568.35,662.87
DE214460,24224008,Lauf , Pegnitz ,Bayern,49.506264,11.272877,4413203.0,2933401.0,310.94,946.9,324.12,942.24,480.79,314.43,359.4,486.96,575.43,666.72
DE214470,24225000,Nürnberg Lederersteg , Pegnitz ,Bayern,49.45582,11.052536,4397322.0,2927540.0,288.8,1189.6,301.27,1188.13,458.38,290.16,334.04,466.31,570.96,666.72
DE214480,24227006,Pommelsbrunn , Högenbach ,Bayern,49.499377,11.52586,4431541.0,2932984.0,359.06,102.3,365.64,102.27,504.1,361.43,433.07,501.64,581.94,656.52
DE214490,24228009,Schnaittach Markt , Schnaittach ,Bayern,49.55823,11.343039,4418180.0,2939269.0,344.46,62.2,346.91,62.89,489.33,346.41,374.93,504.85,571.38,642.88
DE214500,24228905,Röthenbach , Röthenbach ,Bayern,49.481706,11.238864,4410785.0,2930628.0,314.9,80.0,320.85,80.45,414.3,318.59,351.65,406.39,538.07,630.47
DE214510,24231309,Stöckach , Zenn ,Bayern,49.452486,10.607453,4365052.0,2926805.0,325.59,77.1,329.43,76.42,410.02,327.92,346.84,407.36,482.67,547.24
DE214520,24232006,Laubendorf , Zenn ,Bayern,49.493408,10.754119,4375642.0,2931454.0,306.94,171.0,309.52,170.3,395.22,308.9,333.22,393.3,463.69,547.24
DE214530,24232301,Kreppendorf , Zenn ,Bayern,49.507639,10.902122,4386346.0,2933157.0,288.8,248.0,292.63,246.17,382.37,290.81,317.17,381.23,452.88,547.24
DE214540,24235208,Frauenkreuz , Gründlach ,Bayern,49.52045,11.089503,4399898.0,2934765.0,313.16,35.3,338.65,35.42,378.29,319.37,339.0,376.84,420.78,454.33
DE214550,24236007,Emskirchen , Aurach ,Bayern,49.544625,10.709953,4372388.0,2937117.0,320.73,41.8,324.03,41.91,396.95,322.48,347.37,396.56,438.79,466.61
DE214560,24237509,Frauenaurach , Aurach ,Bayern,49.567326,10.963839,4390731.0,2939850.0,274.46,163.8,279.56,167.08,360.3,277.43,305.16,359.4,417.88,466.61
DE214570,24238002,Büg , Schwabach ,Bayern,49.596815,11.21504,4408850.0,2943398.0,311.78,79.8,315.26,79.57,430.89,314.25,333.23,421.8,526.59,565.71
DE214580,24238501,Erlangen , Schwabach ,Bayern,49.601678,11.02015,4394752.0,2943725.0,270.57,188.5,283.18,185.41,385.09,273.95,304.0,364.34,516.96,565.71
DE214590,24240503,Hollfeld , Wiesent ,Bayern,49.93518,11.290586,4413659.0,2981116.0,376.18,135.4,381.5,134.16,471.16,377.91,420.66,470.81,521.07,561.24
DE214600,24241710,Behringersmühle , Wiesent ,Bayern,49.778342,11.332308,4416967.0,2963729.0,320.58,432.2,325.97,433.47,460.98,322.84,391.69,460.21,527.26,590.57
DE214610,24242000,Muggendorf , Wiesent ,Bayern,49.803157,11.258357,4411594.0,2966395.0,304.05,660.7,308.41,662.2,464.6,305.48,393.58,462.71,537.26,627.76
DE214630,24246000,Pottenstein , Püttlach ,Bayern,49.773048,11.401864,4421987.0,2963234.0,351.75,108.9,383.09,116.13,487.18,358.37,428.93,479.96,563.4,628.73
DE214640,24248403,Unterleinleiter , Leinleiterbach ,Bayern,49.824377,11.191395,4406736.0,2968674.0,315.15,83.6,317.92,83.85,477.69,316.51,391.38,478.67,550.51,602.67
DE214650,24249009,Bärenthal , Trubach ,Bayern,49.694316,11.271629,4412756.0,2954309.0,356.58,61.6,359.12,61.98,511.64,358.88,446.75,512.97,574.69,627.4
DE214660,24260500,Illesheim , Aisch ,Bayern,49.484877,10.391791,4349394.0,2930300.0,308.63,97.1,312.85,98.19,378.85,310.29,320.93,367.54,484.75,541.66
DE214670,24261106,Birkenfeld , Aisch ,Bayern,49.573241,10.567561,4362057.0,2940209.0,290.49,278.8,294.06,280.26,354.55,289.95,301.64,342.53,445.51,541.66
DE214680,24262007,Rappoldshofen , Aisch ,Bayern,49.621324,10.671987,4369563.0,2945620.0,276.18,691.5,282.75,687.69,353.74,279.21,299.63,345.02,434.84,541.66
DE214690,24263000,Laufermühle , Aisch ,Bayern,49.725951,10.932382,4388235.0,2957459.0,253.58,955.2,255.82,948.73,344.02,254.46,280.14,337.31,426.38,541.66
DE214700,24263203,Hallerndorf , Aisch ,Bayern,49.75917,10.984032,4391910.0,2961202.0,247.94,990.8,253.09,985.94,342.27,245.98,277.41,335.73,425.24,541.66
DE214710,24268535,Scheinfeld , Scheine ,Bayern,49.660416,10.465912,4354643.0,2949852.0,298.94,63.4,303.77,64.62,374.47,300.53,313.34,365.88,455.76,504.26
DE214720,24292507,Röbersdorf , Reiche Ebrach ,Bayern,49.799974,10.926394,4387701.0,2965685.0,248.4,276.9,250.7,280.53,346.34,250.41,270.41,339.86,441.65,501.88
DE214730,24293500,Schönbrunn , Rauhe Ebrach ,Bayern,49.855268,10.690232,4370640.0,2971647.0,269.32,113.8,272.53,110.35,377.31,271.36,299.72,373.75,470.8,511.43
DE214740,24295505,Vorra , Rauhe Ebrach ,Bayern,49.822508,10.841721,4381576.0,2968118.0,250.9,298.2,256.02,297.89,360.04,251.51,272.54,359.66,452.45,511.43
DE214750,24322506,Römershofen , Nassach ,Bayern,50.076106,10.518548,4358122.0,2996106.0,229.88,137.6,234.44,139.62,310.83,232.03,249.95,298.75,397.91,528.43
DE214760,24336806,Dingolshausen , Volkach ,Bayern,49.908002,10.396873,4349511.0,2977356.0,259.01,16.2,266.64,15.85,375.74,261.61,284.22,369.2,491.38,520.89
DE214770,24338007,Brünnstadt , Volkach ,Bayern,49.908466,10.298746,4342462.0,2977374.0,212.7,42.3,213.71,43.37,297.96,207.71,222.1,272.46,473.18,520.89
DE214780,24345206,Reupelsdorf , Schwarzach ,Bayern,49.816051,10.292497,4342053.0,2967094.0,205.9,76.6,209.68,77.66,293.56,206.37,229.78,275.46,440.34,501.53
DE214790,24349003,Atzhausen , Castellbach ,Bayern,49.791985,10.275218,4340819.0,2964413.0,204.29,78.3,211.81,79.29,292.07,207.99,226.04,276.74,416.59,496.91
DE214800,24369000,Marktbreit , Breitbach ,Bayern,49.662441,10.154855,4332181.0,2949982.0,186.32,149.3,188.83,149.77,301.46,188.3,243.07,298.33,387.06,518.17
DE214810,24374805,Würzburg_Pleichach , Pleichach ,Bayern,49.799373,9.948383,4317283.0,2965199.0,176.1,126.2,184.27,126.75,277.97,179.58,227.15,275.4,337.31,388.44
DE214830,24382304,Arnstein , Wern ,Bayern,49.975475,9.962765,4318328.0,2984783.0,199.97,328.2,205.47,332.89,285.47,203.53,225.06,282.23,355.62,420.75
DE214840,24385007,Sachsenheim , Wern ,Bayern,50.027285,9.74923,4303029.0,2990575.0,157.06,599.1,164.74,598.29,283.91,159.63,215.54,283.99,353.46,434.69
DE214850,24401001,Bad Königshofen im Grabfeld , Fränkische Saale ,Bayern,50.296059,10.468865,4354411.0,3020545.0,268.2,75.8,273.5,89.3,321.71,268.09,277.34,316.21,391.95,475.85
DE214860,24403007,Salz , Fränkische Saale ,Bayern,50.310269,10.19301,4334749.0,3022037.0,221.63,1041.6,225.8,1042.76,396.43,223.19,271.24,352.07,741.59,928.08
DE214880,24406005,Bad Kissingen Golfplatz , Fränkische Saale ,Bayern,50.180624,10.073052,4326218.0,3007602.0,192.18,1581.3,204.43,1581.27,383.04,195.21,258.45,346.27,694.99,932.65
DE214890,24409003,Wolfsmünster , Fränkische Saale ,Bayern,50.087464,9.735328,4302056.0,2997272.0,155.35,2125.7,161.28,2124.97,374.98,152.39,238.43,346.95,637.95,932.65
DE214900,24412008,Gollmuthhausen , Milz ,Bayern,50.356255,10.423393,4351132.0,3027221.0,276.28,160.7,279.08,155.28,352.29,279.01,294.73,330.95,484.2,692.6
DE214910,24421009,Nordheim vor der Rhön , Streu ,Bayern,50.477968,10.182932,4333985.0,3040688.0,322.09,64.6,326.77,63.79,592.57,325.94,368.18,583.14,800.49,882.87
DE214920,24422001,Unsleben , Streu ,Bayern,50.370784,10.258947,4339423.0,3028782.0,233.81,435.5,238.88,435.35,439.25,234.38,286.21,393.14,778.09,919.22
DE214930,24424007,Stockheim , Sulz ,Bayern,50.474198,10.251996,4338889.0,3040283.0,292.27,48.1,294.91,40.96,452.39,293.39,350.25,462.16,523.69,647.29
DE214940,24429000,Wechterswinkel , Els ,Bayern,50.382134,10.227598,4337189.0,3030037.0,252.47,91.2,257.34,92.28,475.36,254.63,301.05,405.99,811.05,919.22
DE214950,24431002,Unterweißenbrunn , Brend ,Bayern,50.399247,10.044945,4324195.0,3031916.0,381.06,47.3,386.36,47.89,664.21,383.96,445.0,673.55,853.5,928.08
DE214960,24432504,Schweinhof , Brend ,Bayern,50.34931,10.155993,4332103.0,3026373.0,262.71,112.0,271.28,112.31,535.25,264.96,338.53,483.81,830.37,928.08
DE214970,24441006,Poppenlauer , Lauer ,Bayern,50.213635,10.237506,4337954.0,3011298.0,247.55,151.8,251.1,152.76,339.19,249.89,289.64,332.72,404.71,518.16
DE214980,24460306,Oberthulba , Thulba ,Bayern,50.196606,9.959613,4318116.0,3009377.0,251.13,77.8,255.17,76.53,433.27,255.17,299.04,420.22,630.71,844.19
DE214990,24461003,Schlimpfhof , Lauter ,Bayern,50.219931,9.966859,4318634.0,3011971.0,293.06,12.8,297.2,12.34,407.53,292.83,334.41,387.23,509.56,543.19
DE215010,24481000,Bad Brückenau , Sinn ,Bayern,50.307772,9.788956,4305964.0,3021763.0,309.49,92.1,314.71,91.3,600.85,313.48,410.03,604.42,803.69,932.78
DE215020,24482003,Mittelsinn , Sinn ,Bayern,50.20071,9.616534,4293619.0,3009905.0,193.08,464.6,198.07,462.9,459.17,195.37,276.54,443.36,695.48,932.78
DE215030,24483006,Gemünden Lachsfangsteg , Sinn ,Bayern,50.07408,9.6872,4298605.0,2995797.0,153.91,620.3,167.47,619.34,433.09,156.62,248.47,420.08,669.09,932.78
DE215040,24521105,Frammersbach , Lohr ,Bayern,50.060987,9.475325,4283427.0,2994427.0,216.65,68.5,220.6,68.87,428.12,220.47,286.37,441.12,535.7,586.24
DE215050,24522006,Partenstein , Lohr ,Bayern,50.025168,9.540417,4288063.0,2990412.0,171.41,217.6,181.91,218.12,402.29,173.03,259.11,410.51,518.5,586.24
DE215060,24562000,Hafenlohr , Hafenlohr ,Bayern,49.869579,9.596719,4292004.0,2973085.0,145.18,147.0,150.4,147.07,397.25,146.58,251.51,406.22,513.02,605.49
DE215080,24585006,Wüstenzell , Aalbach ,Bayern,49.774756,9.653454,4296034.0,2962519.0,186.11,120.1,191.58,120.44,300.21,188.23,244.72,299.66,357.04,415.44
DE215090,24601000,Bockenfeld , Tauber ,Bayern,49.32558,10.193244,4335050.0,2912530.0,370.64,74.1,375.85,75.16,436.96,372.85,390.67,430.33,502.94,564.68
DE215100,24623003,Bieberehren , Gollach ,Bayern,49.513361,10.019717,4322428.0,2933392.0,247.07,162.4,253.43,166.94,335.57,249.88,299.98,330.75,386.99,518.17
DE215110,24719102,Bürgstadt , Erf ,Bayern,49.710679,9.271525,4268451.0,2955595.0,125.65,247.1,132.46,242.14,364.35,129.93,243.34,376.23,438.2,493.84
DE215120,24722005,Weilbach , Mud ,Bayern,49.680392,9.21823,4264571.0,2952266.0,131.9,399.6,136.75,399.68,401.83,133.96,231.22,417.64,514.33,569.28
DE215140,24751003,Hobbach , Elsava ,Bayern,49.858812,9.284484,4269544.0,2972059.0,185.55,80.8,195.68,81.29,389.51,188.27,256.64,402.03,487.37,589.02
DE215150,24752006,Rück , Elsava ,Bayern,49.827196,9.216376,4264609.0,2968593.0,142.49,143.8,148.55,144.09,360.29,145.38,204.14,374.38,486.69,589.02
DE215160,24758002,Goldbach , Aschaff ,Bayern,49.99499,9.187111,4262707.0,2987276.0,129.31,143.1,132.85,142.71,293.42,132.85,163.79,280.72,451.8,529.62
DE215170,24772003,Schöllkrippen , Kahl ,Bayern,50.082644,9.243204,4266829.0,2996981.0,197.3,64.6,206.29,64.79,352.79,199.78,234.37,344.03,485.51,539.39
DE215180,24776004,Alzenau , Kahl ,Bayern,50.086231,9.065351,4254104.0,2997527.0,117.56,181.8,123.04,181.42,302.93,120.05,170.83,290.71,470.12,539.39
DE215190,53201505,Marktleuthen , Eger ,Bayern,50.129894,11.994769,4463624.0,3003896.0,519.42,115.0,525.1,114.42,651.96,522.15,556.27,632.16,801.9,1046.05
DE215220,53216003,Lorenzreuth , Röslau ,Bayern,50.021468,12.104876,4471836.0,2992061.0,490.6,121.5,498.27,122.29,627.84,492.54,532.37,611.43,790.39,1031.53
DE215240,53216954,Marktredwitz , Kössein ,Bayern,50.003786,12.102773,4471741.0,2990091.0,507.66,70.1,512.09,70.39,632.16,510.81,536.13,618.63,782.28,959.46
DE215270,56000500,Weißdorf , Sächsische Saale ,Bayern,50.186225,11.846356,4452859.0,3009882.0,516.07,47.4,521.16,47.03,602.04,518.86,536.31,578.43,762.69,865.93
DE215280,56001003,Oberkotzau , Sächsische Saale ,Bayern,50.262822,11.932655,4458799.0,3018557.0,480.18,232.1,485.16,231.34,585.38,483.12,512.67,571.09,720.74,865.93
DE215340,56161509,Hölle , Selbitz ,Bayern,50.36756,11.691038,4441309.0,3029779.0,473.93,213.5,484.17,201.74,601.25,479.78,526.89,600.28,678.18,801.05
DE410020,0491200,"Prenzlau, Wehr UP",Ucker (Priestergraben),Brandenburg,53.31088,13.849894,4577494.0,3362675.0,16.42,394.13,18.72,380.6,58.84,8.83,17.32,60.09,101.71,143.03
DE410030,0494101,Wilsickow,Strasburger Mühlbach,Brandenburg,53.480993,13.861001,4577215.0,3381622.0,28.8,145.1,43.41,130.35,74.25,30.07,42.44,70.12,119.06,182.08
DE410130,5543300,Schwarzheide-Ost,Pössnitz,Brandenburg,51.472424,13.893406,4591375.0,3158510.0,96.6,54.86,99.44,48.98,128.81,79.0,98.34,126.01,163.0,187.15
DE410140,5543400,Lipsa,Ruhlander Schwarzwasser,Brandenburg,51.375156,13.884963,4591363.0,3147670.0,114.68,152.19,119.79,156.8,155.73,115.51,128.95,150.37,202.54,312.97
DE410150,5543701,Plessa 2,Hammergraben Lauchhammer,Brandenburg,51.464352,13.628252,4573024.0,3156665.0,88.88,231.91,94.25,198.28,113.81,89.68,92.79,112.63,144.79,185.87
DE410160,5544201,Lindenau,Pulsnitz,Brandenburg,51.400705,13.709945,4579052.0,3149876.0,93.16,257.29,111.07,254.91,199.9,94.18,115.98,181.55,325.01,449.64
DE410170,5544202,Ortrand,Pulsnitz,Brandenburg,51.377116,13.764836,4583001.0,3147450.0,102.12,245.02,108.04,244.44,203.61,103.4,126.57,184.47,326.35,449.64
DE410180,5545602,Stolzenhain 1,Große Röder,Brandenburg,51.439586,13.447885,4560636.0,3153305.0,89.92,795.23,100.72,869.95,182.69,36.09,108.12,171.56,295.26,435.68
DE410210,5547100,Schadewitz,Kleine Elster,Brandenburg,51.561885,13.482361,4562383.0,3167012.0,87.16,634.25,91.95,620.24,117.87,79.07,95.33,116.78,146.1,182.14
DE410230,5548200,Schönewalde,Schweinitzer Fließ,Brandenburg,51.814567,13.2334,4543894.0,3194309.0,77.25,227.08,85.55,235.44,106.7,76.0,80.31,103.78,146.19,171.27
DE410260,5802600,"Sachsenhausen, Sohlabsturz",Havel (Oranienburger Havel),Brandenburg,52.77314,13.242927,4539784.0,3300910.0,30.17,2293.48,39.12,1890.89,74.53,32.34,45.21,73.23,110.59,174.76
DE410610,5844300,Treppendorf,Berste,Brandenburg,51.936581,13.862341,4586488.0,3209978.0,48.26,316.72,54.92,323.42,75.18,48.36,53.66,67.84,130.83,171.67
DE410730,5859700,Lichtenow,Lichtenower Mühlenfließ,Brandenburg,52.480958,13.9017,4585937.0,3270621.0,45.86,83.41,51.08,80.92,72.31,45.88,52.43,70.65,104.81,146.5
DE410790,5861000,Dahlwitz-Hoppegarten,Erpe/Neuenhagener Fließ,Brandenburg,52.500632,13.652234,4568904.0,3271928.0,37.98,193.86,48.99,180.9,78.91,39.28,54.44,79.33,107.57,154.04
DE410800,5861002,"Altlandsberg 2, Walkmühle",Erpe/Neuenhagener Fließ,Brandenburg,52.569315,13.721427,4573203.0,3279801.0,55.39,118.21,71.38,109.98,86.58,55.16,64.98,84.4,114.93,154.04
DE410810,5861600,Märkisch Buchholz 2,Dahme,Brandenburg,52.107112,13.747132,4577600.0,3228518.0,37.26,519.28,46.21,528.75,94.7,36.96,53.7,89.28,152.09,183.02
DE410820,5862100,Dahme Stadt,Dahme,Brandenburg,51.866603,13.43452,4557475.0,3200727.0,82.78,21.77,91.2,22.02,106.06,83.44,86.03,101.48,144.42,169.46
DE410830,5862201,Prierow 2,Dahme,Brandenburg,51.97551,13.618213,4569509.0,3213444.0,53.63,298.84,54.4,285.82,112.29,52.18,66.63,111.04,158.16,182.68
DE410860,5862500,"Prieros, Schleuse OP",Dahme/Dahme-Wasserstraße,Brandenburg,52.218185,13.773241,4578745.0,3240955.0,32.16,687.27,36.95,676.03,86.61,30.51,45.03,76.55,149.13,183.02
DE410910,5863701,Köllnitz UP Straßenbrücke,Auslauf Groß Schauener See,Brandenburg,52.236954,13.886074,4586332.0,3243446.0,35.1,83.62,39.56,88.54,55.72,32.09,35.03,54.86,85.2,118.63
DE410970,5864400,"Königs Wusterhausen, Schleuse OP",Notte-Kanal,Brandenburg,52.296604,13.623799,4568111.0,3249153.0,32.49,491.6,34.27,588.44,49.7,27.13,35.92,45.39,78.8,123.98
DE411020,5865502,Wünsdorf,Luchgraben,Brandenburg,52.149035,13.448135,4556922.0,3232167.0,37.16,47.31,55.11,47.19,59.86,37.32,40.74,59.75,80.88,109.18
DE411040,5865800,Mellensee,Schneidegraben,Brandenburg,52.181258,13.398189,4553340.0,3235588.0,36.99,64.34,43.7,71.53,56.42,35.9,38.0,56.82,78.12,109.18
